DBN,Name,schoolyear,total_enrollment,grade9,grade10,grade11,grade12,ell_num,ell_percent,sped_num,sped_percent,ctt_num,selfcontained_num,asian_num,asian_per,black_num,black_per,hispanic_num,hispanic_per,white_num,white_per,male_num,male_per,female_num,female_per,frl_combined_percent
16K393,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,2007,424,104,79,b,b,1.0,0.2,34.0,8.0,17,3,3,0.7,376,88.7,35,8.3,2,0.5,198.0,46.7,226.0,53.3,59.2
16K393,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,2008,470,87,87,76,b,5.0,1.1,46.0,9.8,26,5,6,1.3,397,84.5,53,11.3,0,0.0,232.0,49.4,238.0,50.6,64.9
16K393,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,2009,504,69,73,71,72,7.0,1.4,71.0,14.1,45,,5,1.0,431,85.5,61,12.1,2,0.4,247.0,49.0,257.0,51.0,61.0
16K393,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,2010,505,91,56,71,71,9.0,1.8,78.0,15.4,50,,3,0.6,420,83.2,70,13.9,2,0.4,260.0,51.5,245.0,48.5,57.9
16K393,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,2011,467,65,76,53,75,9.0,1.9,82.0,17.6,53,,2,0.4,394,84.4,65,13.9,2,0.4,241.0,51.6,226.0,48.4,76.6
16K393,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL  ,2012,439,85,55,69,57,6.0,1.4,75.0,17.1,41,7,4,0.9,367,83.6,62,14.1,2,0.5,214.0,48.7,225.0,51.3,71.0
16K455,BOYS AND GIRLS HIGH SCHOOL,2006,4400,1083,2016,973,328,58.0,1.3,699.0,15.9,22,436,29,0.7,3852,87.5,354,8.0,21,0.5,2338.0,53.1,2062.0,46.9,29.6
16K455,BOYS AND GIRLS HIGH SCHOOL,2007,4051,573,1799,1116,563,38.0,0.9,653.0,16.1,20,440,26,0.6,3543,87.5,318,7.8,22,0.5,2242.0,55.3,1809.0,44.7,34.7
16K455,BOYS AND GIRLS HIGH SCHOOL,2008,3681,680,677,983,1341,61.0,1.7,450.0,12.2,7,274,27,0.7,3292,89.4,304,8.3,21,0.6,2153.0,58.5,1528.0,41.5,61.8
16K455,BOYS AND GIRLS HIGH SCHOOL,2009,2835,477,681,573,1104,40.0,1.4,506.0,17.8,22,325,21,0.7,2550,89.9,208,7.3,23,0.8,1691.0,59.6,1144.0,40.4,62.4
16K455,BOYS AND GIRLS HIGH SCHOOL,2010,2293,449,479,831,534,53.0,2.3,403.0,17.6,88,203,18,0.8,2040,89.0,171,7.5,18,0.8,1422.0,62.0,871.0,38.0,77.3
16K455,BOYS AND GIRLS HIGH SCHOOL,2011,1943,326,506,453,658,46.0,2.4,399.0,20.5,96,181,13,0.7,1737,89.4,159,8.2,16,0.8,1220.0,62.8,723.0,37.2,68.6
16K455,BOYS AND GIRLS HIGH SCHOOL                      ,2012,1631,234,343,498,556,40.0,2.5,335.0,20.5,59,167,8,0.5,1468,90.0,127,7.8,12,0.7,1006.0,61.7,625.0,38.3,61.7
16K498,ACORN HIGH SCHOOL FOR SOCIAL JUSTICE,2006,714,326,256,75,57,21.0,2.9,93.0,13.0,9,39,6,0.8,536,75.1,152,21.3,6,0.8,322.0,45.1,392.0,54.9,63.6
16K498,ACORN HIGH SCHOOL FOR SOCIAL JUSTICE,2007,812,259,228,119,206,26.0,3.2,108.0,13.3,7,50,6,0.7,602,74.1,182,22.4,1,0.1,379.0,46.7,433.0,53.3,64.4
16K498,ACORN HIGH SCHOOL FOR SOCIAL JUSTICE,2008,700,341,153,113,93,35.0,5.0,104.0,14.9,3,45,2,0.3,526,75.1,156,22.3,2,0.3,349.0,49.9,351.0,50.1,55.8
16K498,ACORN HIGH SCHOOL FOR SOCIAL JUSTICE,2009,474,121,141,102,110,21.0,4.4,80.0,16.9,1,34,1,0.2,360,75.9,106,22.4,2,0.4,229.0,48.3,245.0,51.7,43.1
16K498,ACORN HIGH SCHOOL FOR SOCIAL JUSTICE,2010,421,98,115,119,89,17.0,4.0,77.0,18.3,1,34,1,0.2,321,76.2,98,23.3,0,0.0,212.0,50.4,209.0,49.6,40.0
16K498,ACORN HIGH SCHOOL FOR SOCIAL JUSTICE,2011,413,105,91,111,106,19.0,4.6,78.0,18.9,,40,1,0.2,314,76.0,97,23.5,0,0.0,201.0,48.7,212.0,51.3,88.0
16K498,ACORN HIGH SCHOOL FOR SOCIAL JUSTICE            ,2012,405,123,107,87,88,19.0,4.7,84.0,20.7,6,44,4,1.0,295,72.8,101,24.9,0,0.0,209.0,51.6,196.0,48.4,74.5
16K594,GOTHAM PROFESSIONAL ARTS ACADEMY,2008,76,76,b,b,b,2.0,2.6,2.0,2.6,,1,1,1.3,56,73.7,18,23.7,1,1.3,25.0,32.9,51.0,67.1,60.0
16K594,GOTHAM PROFESSIONAL ARTS ACADEMY,2009,151,94,57,b,b,4.0,2.6,15.0,9.9,4,8,2,1.3,118,78.1,29,19.2,2,1.3,63.0,41.7,88.0,58.3,80.0
16K594,GOTHAM PROFESSIONAL ARTS ACADEMY,2010,211,79,83,49,b,4.0,1.9,26.0,12.3,17,2,3,1.4,171,81.0,37,17.5,0,0.0,83.0,39.3,128.0,60.7,76.0
16K594,GOTHAM PROFESSIONAL ARTS ACADEMY,2011,279,90,76,66,47,6.0,2.2,36.0,12.9,20,8,5,1.8,222,79.6,50,17.9,1,0.4,111.0,39.8,168.0,60.2,63.9
16K594,GOTHAM PROFESSIONAL ARTS ACADEMY                ,2012,294,98,78,65,53,7.0,2.4,51.0,17.3,23,10,3,1.0,231,78.6,57,19.4,2,0.7,127.0,43.2,167.0,56.8,58.6
16K688,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,2010,101,101,b,b,b,2.0,2.0,18.0,17.8,3,8,0,0.0,75,74.3,21,20.8,2,2.0,47.0,46.5,54.0,53.5,60.0
16K688,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,2011,144,77,67,b,b,5.0,3.5,24.0,16.7,4,17,0,0.0,100,69.4,40,27.8,2,1.4,79.0,54.9,65.0,45.1,72.3
16K688,THE BROOKLYN ACADEMY OF GLOBAL FINANCE          ,2012,159,54,61,44,b,10.0,6.3,33.0,20.8,6,19,3,1.9,118,74.2,33,20.8,4,2.5,82.0,51.6,77.0,48.4,57.4
17K122,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH       ,2012,104,104,b,b,b,2.0,1.9,13.0,12.5,3,7,5,4.8,79,76.0,17,16.3,3,2.9,70.0,67.3,34.0,32.7,60.0
17K181,PS 181 BROOKLYN,2006,1271,2,b,b,b,67.0,5.3,132.0,10.4,61,43,11,0.9,1163,91.5,79,6.2,11,0.9,653.0,51.4,618.0,48.6,84.0
17K390,M S 390 MAGGIE L. WALKER,2008,6,b,1,b,b,,,,0.0,,,0,0.0,6,100.0,0,0.0,0,0.0,4.0,66.7,2.0,33.3,85.9
17K246,IS 246 WALT WHITMAN,2007,970,1,b,b,b,99.0,10.2,165.0,17.0,55,68,8,0.8,826,85.2,113,11.6,16,1.6,528.0,54.4,442.0,45.6,75.2
17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLO,2007,154,79,b,b,b,,0.0,2.0,1.3,,,0,0.0,132,85.7,15,9.7,2,1.3,79.0,51.3,75.0,48.7,60.0
17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLO,2008,332,100,66,b,b,3.0,0.9,19.0,5.7,1,3,1,0.3,286,86.1,32,9.6,2,0.6,169.0,50.9,163.0,49.1,63.6
17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLO,2009,500,102,85,62,b,14.0,2.8,41.0,8.2,10,12,1,0.2,439,87.8,39,7.8,5,1.0,264.0,52.8,236.0,47.2,69.4
17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLO,2010,599,119,98,57,62,16.0,2.7,60.0,10.0,19,15,3,0.5,538,89.8,43,7.2,7,1.2,328.0,54.8,271.0,45.2,69.7
17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLO,2011,563,99,133,54,57,35.0,6.2,62.0,11.0,38,10,4,0.7,515,91.5,32,5.7,11,2.0,307.0,54.5,256.0,45.5,54.3
17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLO,2012,565,135,116,86,49,28.0,5.0,61.0,10.8,43,9,1,0.2,520,92.0,38,6.7,6,1.1,304.0,53.8,261.0,46.2,57.0
17K408,ACADEMY OF HOSPITALITY AND TOURISM,2007,102,102,b,b,b,3.0,2.9,4.0,3.9,,,1,1.0,85,83.3,14,13.7,1,1.0,46.0,45.1,56.0,54.9,60.0
17K408,ACADEMY OF HOSPITALITY AND TOURISM,2008,181,102,79,b,b,5.0,2.8,8.0,4.4,,1,2,1.1,151,83.4,22,12.2,2,1.1,83.0,45.9,98.0,54.1,62.0
17K408,ACADEMY OF HOSPITALITY AND TOURISM,2009,268,117,93,58,b,12.0,4.5,19.0,7.1,5,1,3,1.1,217,81.0,44,16.4,3,1.1,118.0,44.0,150.0,56.0,65.7
17K408,ACADEMY OF HOSPITALITY AND TOURISM,2010,314,98,110,38,68,17.0,5.4,27.0,8.6,12,1,3,1.0,263,83.8,42,13.4,5,1.6,157.0,50.0,157.0,50.0,66.3
17K408,ACADEMY OF HOSPITALITY AND TOURISM,2011,310,106,92,62,50,31.0,10.0,41.0,13.2,27,1,3,1.0,256,82.6,46,14.8,5,1.6,160.0,51.6,150.0,48.4,63.1
17K408,ACADEMY OF HOSPITALITY AND TOURISM              ,2012,319,101,113,51,54,41.0,12.9,49.0,15.4,30,4,5,1.6,269,84.3,41,12.9,3,0.9,159.0,49.8,160.0,50.2,65.5
17K440,PROSPECT HEIGHTS HS,2006,192,b,b,b,192,13.0,6.8,28.0,14.6,8,10,2,1.0,171,89.1,15,7.8,4,2.1,103.0,53.6,89.0,46.4,81.0
17K440,PROSPECT HEIGHTS HS,2007,4,b,b,b,4,1.0,25.0,,0.0,,,1,25.0,3,75.0,0,0.0,0,0.0,1.0,25.0,3.0,75.0,64.9
17K459,ERASMUS CAMPUS  SCIENCE/MATH,2006,158,10,23,29,96,34.0,21.5,7.0,4.4,1,1,13,8.2,134,84.8,8,5.1,2,1.3,92.0,58.2,66.0,41.8,66.6
17K469,ERASMUS CAMPUS  HUMANITIES,2006,392,76,103,79,134,17.0,4.3,53.0,13.5,7,30,6,1.5,349,89.0,34,8.7,2,0.5,214.0,54.6,178.0,45.4,62.5
17K469,ERASMUS CAMPUS  HUMANITIES,2007,130,17,8,13,92,8.0,6.2,22.0,16.9,2,10,1,0.8,123,94.6,6,4.6,0,0.0,82.0,63.1,48.0,36.9,62.5
17K469,ERASMUS CAMPUS  HUMANITIES,2008,6,2,b,b,4,1.0,16.7,,0.0,,,0,0.0,5,83.3,1,16.7,0,0.0,5.0,83.3,1.0,16.7,62.5
17K470,GEORGE W WINGATE HS,2006,290,28,34,45,183,22.0,7.6,40.0,13.8,2,27,3,1.0,245,84.5,40,13.8,1,0.3,170.0,58.6,120.0,41.4,54.7
17K470,GEORGE W WINGATE HS,2007,3,1,1,b,1,,,,0.0,,,0,0.0,2,66.7,1,33.3,0,0.0,1.0,33.3,2.0,66.7,53.0
17K479,ERASMUS CAMPUS  BUSINESS/TEC,2006,382,75,119,41,147,29.0,7.6,51.0,13.4,16,13,5,1.3,337,88.2,35,9.2,4,1.0,245.0,64.1,137.0,35.9,72.3
17K479,ERASMUS CAMPUS  BUSINESS/TEC,2007,114,5,26,4,79,7.0,6.1,14.0,12.3,5,1,0,0.0,97,85.1,15,13.2,1,0.9,76.0,66.7,38.0,33.3,72.3
17K479,ERASMUS CAMPUS  BUSINESS/TEC,2008,1,1,b,b,b,,,,0.0,,,0,0.0,1,100.0,0,0.0,0,0.0,,0.0,1.0,100.0,72.3
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,2006,319,35,137,67,80,4.0,1.3,18.0,5.6,,1,3,0.9,287,90.0,20,6.3,7,2.2,148.0,46.4,171.0,53.6,65.2
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,2007,304,44,104,63,93,2.0,0.7,13.0,4.3,,2,1,0.3,277,91.1,18,5.9,4,1.3,135.0,44.4,169.0,55.6,65.2
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,2008,303,21,143,64,75,2.0,0.7,17.0,5.6,2,2,3,1.0,278,91.7,18,5.9,3,1.0,128.0,42.2,175.0,57.8,65.2
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,2009,301,16,150,55,80,3.0,1.0,16.0,5.3,,,3,1.0,277,92.0,19,6.3,0,0.0,131.0,43.5,170.0,56.5,75.5
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,2010,258,31,121,49,57,1.0,0.4,21.0,8.1,1,1,2,0.8,230,89.1,23,8.9,1,0.4,109.0,42.2,149.0,57.8,78.2
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,2011,287,41,152,45,49,2.0,0.7,26.0,9.1,1,1,4,1.4,259,90.2,20,7.0,1,0.3,124.0,43.2,163.0,56.8,78.2
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL              ,2012,199,11,82,51,55,1.0,0.5,22.0,11.1,0,0,2,1.0,186,93.5,8,4.0,1,0.5,91.0,45.7,108.0,54.3,70.3
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,2006,216,116,100,b,b,192.0,88.9,6.0,2.8,2,1,83,38.4,39,18.1,78,36.1,16,7.4,118.0,54.6,98.0,45.4,88.5
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,2007,330,133,112,85,b,248.0,75.2,3.0,0.9,,2,100,30.3,77,23.3,113,34.2,29,8.8,180.0,54.5,150.0,45.5,83.6
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,2008,417,128,114,96,79,351.0,84.2,9.0,2.2,1,,124,29.7,95,22.8,155,37.2,40,9.6,222.0,53.2,195.0,46.8,89.6
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,2009,425,110,125,98,92,374.0,88.0,18.0,4.2,,1,122,28.7,104,24.5,149,35.1,44,10.4,223.0,52.5,202.0,47.5,87.7
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,2010,437,110,107,117,103,401.0,91.8,14.0,3.2,,,126,28.8,123,28.1,138,31.6,47,10.8,239.0,54.7,198.0,45.3,90.1
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,2011,433,106,102,99,126,392.0,90.5,10.0,2.3,,,123,28.4,118,27.3,139,32.1,52,12.0,245.0,56.6,188.0,43.4,88.2
